x,y,z,s1,s2,s3,s4
-15884,-3952,-1836,78,68,85,78
-15872,-4732,-1860,78,68,85,78
-16236,-5588,-1780,78,68,85,78
-16232,-6248,-1748,78,68,85,78
-16104,-6772,-1880,78,68,85,78
-16684,-7200,-2020,78,68,85,78
-16644,-7504,-2284,78,68,85,78
-16756,-7556,-2520,78,68,85,78
-16820,-7300,-2412,78,69,85,78
-16860,-7088,-2536,78,69,85,78
-16912,-6640,-2436,78,69,85,77
-16768,-6120,-2492,78,68,85,77
-16792,-5632,-2396,78,69,85,78
-16748,-5056,-2436,78,69,85,77
-16656,-4564,-2336,78,69,85,77
-16624,-4252,-2508,78,69,85,77
-16628,-3832,-2496,78,69,85,76
-16528,-3428,-2520,78,69,85,77
-16668,-3116,-2764,78,69,85,76
-16692,-3060,-2696,78,69,85,77
-16468,-2772,-2916,78,69,86,76
-16340,-2604,-3060,78,69,85,77
-16324,-2244,-3180,78,69,86,76
-16272,-1908,-3072,78,69,86,76
-16124,-1352,-3068,78,69,86,77
-16096,-672,-3092,78,69,86,77
-16104,-320,-2972,78,69,86,77
-16104,116,-3060,78,69,86,77
-16112,700,-3220,78,69,86,77
-16016,860,-3104,79,70,86,77
-16180,1232,-3052,78,70,86,77
-16200,1376,-3108,78,70,86,77
-16088,1632,-3056,79,70,86,77
-16120,1748,-2864,79,70,86,77
-16200,1824,-2848,79,70,86,77
-16072,1796,-2692,79,70,86,77
-16116,1808,-2856,79,69,86,76
-16068,1592,-3028,79,70,86,76
-16036,1260,-3084,79,70,86,77
-15964,996,-2880,79,70,86,76
-16036,624,-2852,79,70,86,77
-16036,428,-2868,79,69,86,77
-16152,40,-2616,79,70,86,77
-16192,-220,-2612,79,70,86,77
-16364,-464,-2516,79,70,86,76
-16308,-556,-2456,79,69,86,77
-16400,-852,-2528,79,69,86,77
-16512,-1016,-2496,79,70,86,77
-16504,-1216,-2428,79,69,86,76
-16400,-1312,-2328,79,69,86,76
-16536,-1328,-2140,79,69,86,76
-16436,-1360,-2232,79,69,86,77
-16416,-1492,-2320,79,69,86,76
-16484,-1508,-2608,80,69,86,76
-16356,-1500,-2652,80,69,86,76
-16388,-1588,-2708,80,68,86,76
-16352,-1604,-2676,80,68,86,76
-16212,-1688,-2696,80,68,87,76
-16232,-1640,-2476,80,68,87,76
-16300,-1632,-2368,80,68,87,77
-16376,-1512,-2188,80,68,87,77
-16364,-1324,-2528,80,68,87,76
-16520,-1128,-2824,80,68,87,77
-16696,-1080,-3108,80,68,87,77
-16512,-896,-3272,80,67,87,77
-16696,-776,-3536,80,67,87,77
-16664,-500,-3220,80,68,87,77
-16736,-396,-3268,80,67,87,76
-16600,-368,-3012,80,68,87,76
-16648,-308,-3008,80,67,87,76
-16728,-268,-2760,80,67,87,76
-16784,-156,-2948,80,67,87,76
-16944,-92,-3072,80,67,87,77
-16900,-116,-3216,80,67,87,77
-17116,-200,-3300,80,67,87,76
-17084,-156,-3320,80,67,87,77
-16924,-156,-3384,80,67,87,77
-16892,-336,-2964,80,67,87,77
-16940,-332,-2628,80,67,87,77
-17144,-540,-2480,80,67,87,77
-16944,-1088,-2644,80,67,86,77
-16716,-1332,-2980,80,67,86,78
-16276,-1744,-3520,80,68,86,78
-16264,-1988,-3844,79,68,86,78
-16068,-2124,-4332,79,68,86,78
-16252,-2368,-4864,79,68,86,79
-16328,-2424,-5028,78,68,86,79
-16516,-2496,-4824,78,69,86,79
-16588,-2600,-4388,78,69,86,80
-16920,-2720,-4340,78,69,86,80
-17168,-3084,-4696,77,69,86,80
